sku,lensType,ODSphere,ODCylinder,ODAxis,ODAdd,OSSphere,OSCylinder,OSAxis,OSAdd,appearance,material,size,tint,addDate
258,Single,2.00,-1.00,110,0.00,1.50,-1.00,101,0.00,Neutral,Plastic,Medium,N,20190916
259,Bifocal,1.75,0.00,0,2.00,1.75,-0.25,79,2.00,Neutral,Metal,Large,L,20091113
260,Bifocal,3.00,-0.50,88,2.25,2.75,-0.25,71,2.25,Feminine,-,Large,N,20120616
261,Bifocal,2.00,0.00,0,2.25,2.00,-0.25,106,2.25,Neutral,Metal,Medium,N,20090610
262,Bifocal,0.75,-1.75,92,1.25,0.75,-2.00,93,1.25,Neutral,Metal,Medium,N,20091113
263,Single,1.25,-1.00,91,0.00,2.25,-1.00,90,0.00,Neutral,-,Small,N,20130417
264,Single,-0.75,-0.75,112,0.00,-0.75,-1.00,77,0.00,Neutral,Metal,Large,N,20190916
265,Single,-0.75,-0.75,83,0.00,-1.00,-0.25,40,0.00,Feminine,Plastic,Medium,N,20190916
266,Single,0.50,-0.75,44,0.00,1.00,-0.75,94,0.00,Neutral,-,Small,N,20130417
267,Bifocal,3.25,-1.75,108,3.25,3.25,-1.75,79,3.25,Neutral,-,Large,N,20120616
268,Bifocal,1.25,-0.75,89,1.75,1.25,0.00,0,1.75,Neutral,-,Medium,N,20180420
269,Bifocal,2.00,-0.75,83,2.25,2.00,-0.50,134,2.25,Feminine,-,Large,N,20110426
270,Bifocal,2.75,-0.75,44,3.00,1.75,-1.25,159,3.00,Neutral,-,Medium,N,20150505
271,Bifocal,2.75,-0.75,105,2.00,2.75,-1.00,61,2.00,Neutral,-,Medium,N,20170512
272,Single,9.50,-1.50,139,0.00,6.75,-1.25,43,0.00,Neutral,-,Medium,N,20130417
273,Bifocal,3.00,-1.50,110,2.50,1.50,-1.00,68,2.50,Neutral,-,Large,N,20120616
274,Bifocal,2.75,-0.75,89,2.75,1.75,0.00,0,2.75,Neutral,-,Medium,N,20170512
275,Single,-0.75,-1.25,84,0.00,-0.75,-2.00,88,0.00,Neutral,Metal,Large,N,20190916
276,Single,1.00,-0.50,2,0.00,0.75,-0.75,1,0.00,Neutral,-,Small,N,20160401
277,Bifocal,1.25,-1.25,102,2.25,1.50,-1.25,90,2.25,Neutral,-,Medium,N,20180420
278,Bifocal,3.00,-0.75,173,3.00,2.00,-0.75,173,3.00,Neutral,-,Large,N,20120616
279,Bifocal,0.75,-1.25,95,2.75,2.75,-1.00,102,2.75,Neutral,-,Medium,N,20130417
280,Bifocal,2.00,-0.50,113,2.50,1.50,-0.50,87,2.50,Neutral,-,Large,N,20110426
281,Single,-0.75,-1.00,38,0.00,-2.00,-0.25,150,0.00,Neutral,Metal,Medium,N,20190916
282,Bifocal,6.75,-1.50,63,2.75,6.00,-0.25,138,2.75,Neutral,-,Large,N,20120616
283,Bifocal,3.00,-0.75,85,3.00,3.00,-0.75,87,3.00,Neutral,-,Large,N,20120616
284,Bifocal,2.00,-0.25,49,2.25,2.00,-0.50,104,2.25,Neutral,-,Medium,N,20110426
285,Bifocal,5.75,0.00,0,2.25,5.75,0.00,0,2.25,Neutral,Plastic,Medium,N,20100512
286,Bifocal,2.50,-0.75,85,2.50,3.00,-1.00,84,2.50,Feminine,-,Large,N,20170512
287,Single,2.00,-0.50,95,0.00,2.00,-0.50,87,0.00,Neutral,-,Medium,N,20160401
288,Single,-0.50,0.00,0,0.00,-0.75,-0.50,103,0.00,Neutral,Metal,Medium,N,20190916
289,Bifocal,1.25,-1.25,13,1.25,1.50,-1.00,146,1.25,Feminine,-,Small,N,20180420
290,Single,-1.25,-0.50,83,0.00,0.00,0.00,0,0.00,Neutral,Metal,Medium,N,20190916
291,Bifocal,2.75,-1.00,86,1.75,1.00,-0.50,72,1.75,Neutral,-,Small,N,20170512
292,Bifocal,1.75,-0.25,92,2.00,2.00,-0.50,65,2.00,Neutral,Plastic,Small,N,20090610
293,Bifocal,4.25,-1.00,59,2.50,4.75,-1.00,109,2.50,Neutral,-,Medium,N,20120616
294,Bifocal,1.75,-1.50,123,2.75,0.00,-0.75,141,2.75,Neutral,-,Medium,N,20110426
295,Bifocal,8.00,-0.75,108,3.25,7.25,-0.25,76,3.25,Neutral,-,Medium,N,20120616
296,Bifocal,-7.00,-0.75,40,1.25,-8.25,-0.25,159,1.25,Neutral,-,Small,N,20160401
297,Bifocal,1.25,-2.00,1,1.75,0.75,-2.25,177,1.75,Feminine,-,Small,N,20180420
298,Bifocal,1.75,-1.25,89,2.50,1.25,-0.75,67,2.50,Neutral,-,Medium,N,20110426
299,Bifocal,3.50,-1.25,80,1.25,2.75,-1.00,139,1.25,Neutral,Plastic,Medium,N,20100512
300,Single,-0.50,-1.00,96,0.00,-0.25,-1.00,82,0.00,Neutral,Metal,Medium,N,20190916
301,Bifocal,2.00,-0.75,34,2.00,2.25,-0.50,158,2.00,Neutral,Plastic,Large,N,20090610
302,Bifocal,4.25,-0.50,86,2.75,4.25,-1.25,2,2.75,Neutral,-,Large,N,20120616
303,Bifocal,2.00,-0.25,100,2.25,2.00,-0.25,119,2.25,Neutral,-,Small,N,20150505
304,Single,11.25,0.00,0,0.00,11.25,-0.25,32,0.00,Neutral,Plastic,Small,N,20091022
305,Bifocal,5.00,0.00,0,2.25,5.25,0.00,0,2.25,Neutral,-,Medium,N,20120616
306,Bifocal,1.25,-0.50,79,3.00,0.75,-0.50,58,3.00,Feminine,-,Large,N,20180420
307,Bifocal,1.00,-0.25,29,2.25,0.00,-1.25,128,2.25,Neutral,Metal,Large,N,20100512
308,Bifocal,1.50,0.00,0,3.25,0.75,-0.50,107,3.25,Neutral,Plastic,Medium,N,20100512
309,Bifocal,0.50,-1.25,95,2.25,0.50,-0.25,149,2.25,Neutral,Plastic,Large,N,20100512
310,Single,-1.25,0.00,0,0.00,-0.25,-0.50,40,0.00,Feminine,Metal,Small,N,20190916
311,Bifocal,12.50,-1.25,100,3.25,12.50,-1.25,60,3.25,Feminine,Metal,Medium,N,20091022
312,Bifocal,0.00,-0.50,142,3.25,0.75,-1.00,88,3.25,Feminine,-,Small,N,20140505
313,Bifocal,2.50,-1.00,82,1.75,0.50,-0.25,87,1.75,Neutral,-,Medium,N,20170512
314,Bifocal,1.50,0.00,0,3.50,2.25,-1.50,80,3.50,Feminine,-,Large,N,20160401
315,Bifocal,0.50,-1.50,95,2.75,0.00,-1.50,51,2.75,Neutral,-,Medium,N,20130417
316,Bifocal,2.50,-0.50,112,3.00,2.50,0.00,0,3.00,Neutral,-,Medium,N,20170512
317,Bifocal,1.75,-0.50,114,3.00,2.00,-1.00,66,3.00,Feminine,-,Medium,N,20140505
318,Bifocal,3.75,-1.75,99,3.00,2.00,-0.75,87,3.00,Neutral,-,Small,N,20120616
319,Bifocal,2.00,-1.00,90,2.50,2.00,-1.25,83,2.50,Neutral,Plastic,Medium,N,20090610
320,Bifocal,2.00,-1.00,167,3.00,2.50,0.00,0,3.00,Neutral,-,Medium,N,20150505
321,Bifocal,3.75,-0.25,87,3.00,3.00,-0.25,85,3.00,Feminine,-,Large,N,20120616
322,Bifocal,4.00,-1.50,106,3.00,4.50,-2.00,61,3.00,Neutral,-,Medium,N,20120616
323,Bifocal,1.75,-0.25,131,2.25,2.25,-0.25,67,2.25,Neutral,-,Small,N,20140505
324,Bifocal,2.50,-0.50,50,2.75,2.75,-0.75,140,2.75,Neutral,-,Large,N,20170512
325,Bifocal,1.50,-0.75,159,2.25,1.75,0.00,0,2.25,Neutral,Metal,Medium,N,20100512
326,Bifocal,2.00,-0.50,180,2.75,2.50,-0.75,36,2.75,Neutral,-,Medium,N,20110426
327,Bifocal,-1.00,0.00,0,1.50,-3.00,0.00,0,1.50,Neutral,-,Small,N,20160401
328,Single,0.00,-1.50,137,0.00,-1.25,-1.00,19,0.00,Feminine,Plastic,Medium,N,20091022
329,Bifocal,2.00,-0.50,91,3.75,1.50,-0.50,89,3.75,Neutral,-,Small,N,20150505
330,Bifocal,2.25,-0.50,99,2.00,1.25,-0.75,74,2.00,Neutral,Plastic,Large,N,20091113
331,Bifocal,1.75,-0.75,178,1.00,1.75,-0.50,6,1.00,Neutral,-,Medium,N,20180420
332,Bifocal,3.00,-1.00,109,3.00,1.25,-0.50,76,3.00,Neutral,-,Small,N,20120616
333,Bifocal,1.75,-0.75,91,1.75,1.25,-0.50,60,1.75,Neutral,Plastic,Large,N,20090610
334,Bifocal,2.75,-1.00,76,3.75,4.25,-1.00,85,3.75,Feminine,-,Medium,N,20120616
335,Bifocal,1.75,-0.50,60,1.00,3.00,-0.50,104,1.00,Neutral,-,Small,N,20140505
336,Bifocal,-5.50,-0.50,104,2.25,-4.00,-0.75,75,2.25,Feminine,Metal,Medium,N,20091022
337,Bifocal,2.50,-0.50,104,4.00,2.75,-0.50,95,4.00,Feminine,-,Medium,N,20170512
338,Bifocal,2.00,0.00,0,1.75,2.00,-0.25,64,1.75,Neutral,-,Medium,N,20110426
339,Bifocal,0.00,-1.00,141,2.75,0.00,0.00,0,2.75,Neutral,-,Medium,N,20160401
340,Single,-0.50,0.00,0,0.00,-0.50,0.00,0,0.00,Neutral,Metal,Small,N,20190916
341,Bifocal,-0.75,-1.75,87,2.00,-0.75,-2.00,93,2.00,Neutral,Metal,Large,N,20190916
342,Bifocal,1.75,-0.25,96,2.25,2.00,-0.50,92,2.25,Neutral,-,Large,N,20110426
343,Bifocal,2.50,-0.75,90,1.75,1.50,-0.25,85,1.75,Neutral,-,Small,N,20170512
344,Bifocal,6.00,-0.75,132,1.75,7.00,-0.25,18,1.75,Neutral,-,Medium,N,20120616
345,Single,-0.25,-0.50,108,0.00,-0.25,-0.50,72,0.00,Neutral,-,Small,N,20140620
346,Bifocal,2.25,-0.75,70,1.75,2.75,-0.50,84,1.75,Neutral,-,Medium,N,20150505
347,Bifocal,1.75,-0.50,78,2.25,2.50,-1.00,24,2.25,Neutral,Plastic,Medium,N,20090610
348,Bifocal,0.25,-1.00,106,2.00,0.00,-0.25,75,2.00,Neutral,-,Medium,N,20140505
349,Bifocal,2.00,-0.50,105,1.50,2.00,-0.25,89,1.50,Neutral,-,Small,N,20150505
350,Bifocal,2.00,-0.25,80,2.25,2.25,-0.25,89,2.25,Neutral,-,Medium,N,20110426
351,Bifocal,1.00,-0.25,25,2.50,0.50,-1.00,42,2.00,Neutral,Plastic,Medium,N,20100512
352,Bifocal,2.00,-0.50,107,2.25,1.25,-0.75,140,2.25,Neutral,Plastic,Large,L,20090610
353,Bifocal,2.50,-0.50,108,2.25,2.25,-0.50,82,2.25,Neutral,-,Small,N,20150505
354,Bifocal,2.50,-0.75,62,2.75,1.75,-0.25,147,2.75,Neutral,-,Medium,N,20170512
355,Single,0.00,-1.00,89,0.00,-0.75,-1.75,83,0.00,Neutral,Metal,Large,N,20091022
356,Single,1.00,-1.00,2,0.00,2.00,-0.75,164,0.00,Neutral,-,Medium,N,20130417
357,Bifocal,2.00,0.00,0,0.00,2.00,-1.00,84,0.00,Neutral,Metal,Medium,N,20190916
358,Bifocal,9.50,-0.75,143,1.75,10.00,-1.75,13,1.75,Neutral,-,Large,N,20120616
359,Bifocal,2.00,-0.75,107,2.25,1.75,-0.50,84,2.25,Neutral,-,Medium,N,20150505
360,Bifocal,2.00,-1.00,147,3.50,2.75,-0.50,163,3.50,Neutral,-,Medium,N,20110426
361,Bifocal,1.50,-0.75,113,1.75,1.00,-0.25,106,1.75,Neutral,-,Small,N,20180420
362,Bifocal,1.00,0.00,0,3.50,1.00,0.00,0,3.50,Neutral,Plastic,Medium,N,20100512
363,Bifocal,1.50,0.00,0,3.75,1.25,-1.50,103,3.75,Feminine,-,Medium,N,20140505
364,Bifocal,1.75,-1.00,14,2.00,1.50,-1.25,176,2.00,Neutral,-,Medium,N,20140505
365,Bifocal,0.00,-0.50,125,1.75,0.00,-0.25,73,1.75,Neutral,-,Small,N,20160401
366,Single,1.50,-1.25,129,0.00,2.00,-0.50,3,0.00,Neutral,Metal,Medium,N,20091022
367,Single,-1.25,-0.75,75,0.00,-1.25,-0.75,75,0.00,Neutral,-,Medium,N,20160401
368,Single,1.50,-0.50,88,0.00,1.00,-0.75,92,0.00,Neutral,Metal,Medium,N,20190916
369,Bifocal,1.75,-1.00,166,2.75,1.50,-1.25,90,2.75,Neutral,Plastic,Medium,N,20090610
370,Bifocal,1.75,-1.50,80,2.00,0.75,-2.00,87,2.00,Neutral,-,Medium,N,20180420
371,Bifocal,1.75,-0.75,90,2.00,2.00,-1.00,81,2.00,Neutral,Metal,Large,N,20090610
372,Single,1.50,-1.50,95,0.00,2.50,-1.25,105,0.00,Neutral,-,Medium,N,20180420
373,Bifocal,2.00,-0.50,81,2.75,2.00,-0.25,123,2.75,Neutral,-,Medium,N,20110426
374,Bifocal,2.50,-1.00,57,3.25,3.25,-0.75,125,3.25,Neutral,-,Large,N,20170512
375,Single,2.75,0.00,0,0.00,2.50,-1.00,60,0.00,Neutral,-,Medium,N,20160401
376,Bifocal,0.25,-0.50,69,2.00,1.25,-0.50,100,2.00,Neutral,Metal,Medium,N,20100512
377,Bifocal,2.00,-2.00,63,2.50,1.25,-0.75,146,2.50,Neutral,-,Medium,N,20110426
378,Single,2.25,-1.00,90,0.00,2.50,0.00,0,0.00,Neutral,-,Small,N,20160401
379,Bifocal,1.00,-1.00,78,2.50,0.25,-1.00,101,2.50,Feminine,-,Medium,N,20150505
380,Bifocal,1.50,-1.50,177,3.25,0.75,0.00,0,3.25,Neutral,-,Large,N,20140505
381,Bifocal,1.50,-1.00,14,2.00,1.00,-1.00,176,2.00,Feminine,-,Large,N,20180420
382,Single,2.25,0.00,0,0.00,0.25,0.00,0,0.00,Neutral,Metal,Large,N,20190916
383,Bifocal,4.50,-0.75,51,1.50,3.50,-0.25,71,1.50,Neutral,-,Large,N,20120616
384,Bifocal,2.25,-1.75,108,2.50,1.50,-1.00,65,2.50,Feminine,-,Large,N,20120618
385,Bifocal,1.75,-0.75,131,2.75,2.50,-0.25,95,2.75,Neutral,-,Small,N,20120618
386,Bifocal,1.75,-0.50,2,2.25,2.00,-1.00,90,2.25,Neutral,Plastic,Medium,N,20090610
387,Single,0.00,-1.50,105,0.00,0.00,-1.50,70,0.00,Neutral,-,Small,N,20130417
388,Bifocal,1.50,-2.25,120,2.75,2.25,-1.25,49,2.75,Neutral,-,Small,N,20120618
389,Single,-1.00,-1.75,114,0.00,-1.25,-0.75,84,0.00,Neutral,Metal,Small,N,20091027
390,Bifocal,1.50,-1.00,40,1.50,1.25,-0.50,143,1.50,Neutral,-,Small,N,20180420
391,Single,1.00,-0.50,83,0.00,1.25,-0.75,87,0.00,Neutral,Metal,Large,N,20190916
392,Bifocal,4.00,-1.00,87,2.25,4.00,-1.25,82,2.25,Neutral,Metal,Large,N,20100512
393,Bifocal,2.00,-1.00,91,1.50,2.25,-1.00,92,1.50,Neutral,-,Medium,N,20110426
394,Single,-1.00,0.00,0,0.00,-0.75,0.00,0,0.00,Feminine,Metal,Medium,N,20190916
395,Bifocal,1.00,-1.00,98,3.25,1.00,-1.25,83,3.25,Neutral,-,Medium,N,20150505
396,Bifocal,2.25,-1.25,12,2.25,3.00,-0.50,146,2.25,Neutral,-,Small,N,20170512
397,Bifocal,1.50,-0.50,149,1.00,1.75,-0.25,158,1.00,Neutral,-,Small,N,20180420
398,Bifocal,1.75,-0.25,105,1.75,1.75,-0.75,53,1.75,Neutral,Metal,Medium,N,20090610
399,Bifocal,4.00,-1.00,135,2.00,3.00,-0.25,162,2.00,Neutral,Metal,Large,N,20190916
400,Single,-1.50,-0.25,77,0.00,-1.75,-0.25,96,0.00,Neutral,-,Small,N,20140620
401,Bifocal,0.25,-0.75,7,3.50,1.00,-0.50,156,3.50,Neutral,Metal,Medium,N,20100512
402,Bifocal,1.00,-1.00,160,2.50,0.25,-1.75,11,2.50,Neutral,Metal,Medium,N,20100512
403,Single,0.00,-0.75,159,0.00,0.25,-0.75,105,0.00,Neutral,-,Medium,N,20160401
404,Single,2.25,0.00,0,0.00,2.75,-0.50,153,0.00,Neutral,Metal,Medium,N,20091027
405,Bifocal,1.25,-0.25,114,2.00,1.25,-0.75,121,2.00,Neutral,Metal,Large,N,20090617
406,Bifocal,1.50,-1.50,88,2.75,0.75,-0.50,92,2.75,Feminine,-,Medium,N,20140505
407,Bifocal,2.00,-0.75,92,2.00,1.50,-1.00,97,2.00,Neutral,-,Medium,N,20110426
408,Bifocal,2.00,-1.00,112,2.25,2.25,-0.75,66,2.25,Feminine,-,Medium,N,20110426
409,Bifocal,2.25,-1.25,55,2.00,2.75,-1.25,151,2.00,Neutral,Plastic,Large,N,20090617
410,Bifocal,1.25,-1.00,97,2.25,1.25,-1.50,89,2.25,Neutral,Plastic,Large,N,20100512
411,Single,-0.75,-0.25,111,0.00,-0.75,-0.25,76,0.00,Feminine,Plastic,Small,N,20190916
412,Bifocal,2.25,-0.75,116,2.50,2.50,-0.50,74,2.50,Neutral,Metal,Small,N,20090617
413,Bifocal,2.00,-0.75,36,2.25,1.00,-0.25,2,2.25,Neutral,Plastic,Large,N,20091113
414,Bifocal,2.25,-1.00,162,3.00,0.50,-0.25,165,3.00,Neutral,-,Small,N,20120618
415,Single,1.00,-1.50,111,0.00,1.00,-0.75,69,0.00,Neutral,-,Medium,N,20160401
416,Bifocal,0.25,-0.25,143,2.75,1.50,-0.75,77,2.75,Neutral,Plastic,Medium,N,20100512
417,Single,0.75,-0.50,100,0.00,2.50,-0.50,80,0.00,Neutral,-,Medium,N,20160401
418,Bifocal,1.25,-1.00,23,2.50,1.25,-0.50,9,2.50,Neutral,Metal,Large,N,20090617
419,Single,0.75,-0.75,42,0.00,1.75,-1.00,121,0.00,Neutral,-,Large,N,20130417
420,Bifocal,2.50,-0.75,26,2.25,3.00,-1.50,179,2.25,Neutral,-,Small,N,20170512
421,Bifocal,2.25,-0.75,114,2.25,3.00,-1.25,88,2.25,Neutral,Plastic,Medium,N,20090617
422,Single,-2.50,-0.50,95,0.00,-2.25,-0.75,78,0.00,Neutral,-,Small,N,20160401
423,Bifocal,1.50,-0.25,3,2.00,1.25,-0.25,74,2.00,Neutral,-,Medium,N,20140505
424,Single,0.50,-0.50,40,0.00,0.25,-0.25,30,0.00,Neutral,-,Medium,N,20160401
425,Bifocal,1.50,0.00,0,0.75,1.50,0.00,0,0.75,Feminine,-,Small,N,20150505
426,Bifocal,2.25,-0.75,63,2.25,1.75,0.00,0,2.25,Neutral,Plastic,Medium,N,20090617
427,Bifocal,2.75,-1.50,104,2.50,3.00,-2.00,95,2.50,Neutral,-,Medium,N,20170512
428,Bifocal,1.75,-0.25,82,2.75,2.25,-0.75,88,2.75,Feminine,-,Large,N,20140505
429,Bifocal,1.25,-0.75,162,3.00,1.25,-0.50,47,3.00,Neutral,-,Medium,N,20180420
430,Bifocal,1.00,-0.75,45,3.00,0.00,-0.25,16,3.00,Feminine,-,Medium,N,20150505
431,Bifocal,1.25,-0.75,150,2.50,0.25,0.00,0,2.50,Feminine,-,Medium,N,20180420
432,Bifocal,1.75,-0.75,84,3.75,3.75,-2.25,94,3.75,Neutral,Metal,Small,N,20091027
433,Bifocal,1.25,-1.75,106,2.75,1.50,-1.50,66,2.75,Neutral,Plastic,Medium,N,20090617
434,Bifocal,3.25,-1.75,94,2.75,2.50,-1.50,79,2.75,Feminine,Metal,Medium,N,20090814
435,Single,-3.75,-0.25,91,0.00,-4.00,0.00,0,0.00,Neutral,-,Medium,N,20160401
436,Bifocal,2.50,-1.25,90,2.25,3.00,-1.25,73,2.25,Neutral,-,Medium,N,20170512
437,Bifocal,2.50,-0.75,16,3.00,3.25,-0.50,148,3.00,Neutral,-,Medium,N,20170512
438,Bifocal,3.50,-0.75,28,2.25,3.75,-0.25,143,2.25,Neutral,Metal,Medium,N,20090814
439,Single,-3.50,0.00,0,0.00,-3.50,0.00,0,0.00,Neutral,-,Medium,N,20160401
440,Bifocal,2.50,-0.75,112,2.50,2.25,-0.50,80,2.50,Neutral,-,Medium,N,20150505
441,Single,-0.75,-0.25,36,0.00,-0.75,0.00,0,0.00,Neutral,Metal,Medium,N,20190916
442,Bifocal,2.00,-0.75,82,1.75,2.00,-0.75,92,1.75,Neutral,-,Medium,N,20110426
443,Single,0.75,0.00,0,0.00,1.25,-0.25,62,0.00,Feminine,-,Small,N,20160401
444,Bifocal,1.50,-1.75,96,3.00,0.75,-1.25,79,3.00,Neutral,-,Large,N,20140505
445,Bifocal,2.25,-0.25,161,2.25,2.75,-0.75,106,2.25,Neutral,-,Medium,N,20170512
446,Bifocal,1.00,-1.25,98,2.75,1.00,-1.00,101,2.75,Neutral,-,Medium,N,20150505
447,Single,-0.75,-0.50,160,0.00,-0.75,-2.25,60,0.00,Neutral,Metal,Large,N,20190916
448,Bifocal,2.00,-1.00,178,2.25,2.00,-1.00,5,2.25,Neutral,-,Medium,N,20120618
449,Bifocal,2.00,-2.00,95,2.25,1.75,-1.50,78,2.25,Neutral,-,Medium,N,20110426
450,Bifocal,2.25,-1.00,107,1.75,1.50,-0.75,90,1.75,Neutral,Metal,Medium,N,20090617
451,Single,13.00,-0.50,170,0.00,14.50,-1.50,53,0.00,Neutral,Plastic,Medium,N,20100512
452,Bifocal,1.50,-0.75,90,3.00,1.25,-1.25,86,3.00,Feminine,-,Large,N,20140505
453,Single,-1.00,0.00,0,0.00,-1.75,-0.50,92,0.00,Neutral,Metal,Small,N,20190916
454,Bifocal,2.25,-0.75,111,2.25,1.25,-0.75,77,2.25,Neutral,Metal,Medium,N,20090617
455,Single,-2.75,-0.50,23,0.00,-2.25,-1.25,158,0.00,Neutral,-,Small,N,20160401
456,Bifocal,1.00,-1.50,76,3.00,2.25,-1.00,109,3.00,Neutral,-,Medium,N,20150505
457,Bifocal,0.75,-1.50,125,2.50,0.75,-1.25,68,2.50,Feminine,Metal,Medium,N,20090814
458,Bifocal,1.50,0.00,0,1.25,1.00,-0.25,132,1.25,Neutral,-,Medium,N,20180420
459,Single,-1.00,-0.50,73,0.00,-1.00,0.00,0,0.00,Feminine,Metal,Small,N,20190916
460,Single,-6.50,-1.00,180,0.00,-6.00,-0.50,1,0.00,Feminine,Plastic,Medium,N,20081016
461,Bifocal,1.50,-0.50,12,2.50,1.25,-0.75,46,2.50,Neutral,-,Medium,N,20140505
462,Bifocal,9.75,-1.00,103,4.00,9.75,-0.75,119,4.00,Neutral,Metal,Medium,N,20061124
463,Bifocal,2.00,-0.50,85,3.25,2.50,-1.00,86,3.25,Feminine,-,Medium,N,20110426
464,Single,-1.00,-0.50,98,0.00,0.00,-1.00,95,0.00,Feminine,-,Small,N,20140620
465,Bifocal,2.25,-0.25,3,1.75,2.25,-0.50,28,1.75,Neutral,-,Medium,N,20170512
466,Bifocal,1.25,-0.75,91,2.00,1.75,-0.75,103,2.00,Neutral,Plastic,Medium,N,20090617
467,Bifocal,1.50,-0.25,59,2.25,1.50,-0.25,130,2.25,Neutral,-,Medium,N,20140505
468,Bifocal,2.00,-0.50,102,2.25,0.50,-0.50,71,2.25,Neutral,-,Medium,N,20110426
469,Bifocal,1.00,-1.00,90,3.00,0.00,-1.25,89,3.00,Neutral,-,Medium,N,20150505
470,Bifocal,1.00,-0.25,57,3.00,2.50,-1.00,115,3.00,Feminine,-,Medium,N,20150505
471,Bifocal,1.00,-1.75,101,3.25,0.00,-1.00,107,3.25,Feminine,-,Medium,N,20150505
472,Bifocal,2.25,-0.50,130,2.00,2.25,-0.50,62,2.00,Neutral,-,Medium,N,20170512
473,Bifocal,1.50,-0.50,98,2.25,0.75,-1.00,91,2.25,Neutral,-,Small,N,20140505
474,Bifocal,1.50,-0.50,79,2.00,1.50,-0.50,76,2.00,Neutral,-,Medium,N,20180420
475,Single,0.00,-0.50,69,0.00,0.00,-0.50,124,0.00,Neutral,-,Small,N,20130417
476,Bifocal,1.75,-0.75,45,1.00,2.25,-0.75,122,1.00,Neutral,-,Small,N,20180420
477,Bifocal,1.75,-1.00,16,2.50,3.00,-1.50,162,2.50,Feminine,-,Large,N,20120618
478,Bifocal,2.25,0.00,0,2.00,3.00,-0.75,102,2.00,Feminine,-,Small,N,20170512
479,Bifocal,2.00,-0.75,157,2.25,1.50,-0.25,35,2.25,Neutral,-,Medium,N,20110426
480,Bifocal,1.50,-1.00,98,2.50,2.00,-1.00,92,2.50,Neutral,-,Medium,N,20160401
481,Bifocal,1.50,-0.50,91,1.75,1.50,-0.50,65,1.75,Neutral,-,Small,N,20180420
482,Bifocal,1.75,-1.25,92,2.25,2.25,-1.50,82,2.25,Neutral,Metal,Large,N,20091027
483,Single,-1.25,0.00,0,0.00,-1.50,0.00,0,0.00,Neutral,Metal,Medium,N,20190916
484,Bifocal,2.25,-0.75,78,3.00,2.25,-0.75,41,3.00,Neutral,Plastic,Medium,N,20090617
485,Single,1.00,0.00,0,0.00,1.50,0.00,0,0.00,Neutral,Metal,Large,N,20190916
486,Bifocal,2.25,-0.50,92,2.75,2.50,-1.25,124,2.75,Neutral,Metal,Large,N,20090617
487,Single,-0.75,-1.00,178,0.00,-0.50,-2.00,5,0.00,Neutral,Metal,Large,N,20190916
488,Bifocal,3.50,0.00,0,2.50,3.75,-0.50,106,2.50,Neutral,Plastic,Large,N,20100512
489,Single,-0.50,-0.50,90,0.00,0.00,0.00,0,0.00,Neutral,Metal,Small,N,20190916
490,Bifocal,0.50,-0.50,133,2.75,0.00,-0.50,88,2.75,Neutral,-,Small,N,20160401
491,Bifocal,1.50,-0.50,126,2.50,1.75,0.00,0,2.50,Neutral,-,Large,N,20120618
492,Bifocal,2.25,-0.25,83,2.50,2.75,-0.25,84,2.50,Feminine,-,Medium,N,20170512
493,Bifocal,2.25,-0.25,97,3.00,2.50,-0.50,140,3.00,Neutral,-,Large,N,20170512
494,Bifocal,1.75,-1.00,17,2.00,1.50,-1.25,152,2.00,Neutral,-,Medium,N,20180420
495,Bifocal,2.25,-0.25,78,2.25,2.25,-0.50,91,2.25,Neutral,Plastic,Large,N,20100512
496,Bifocal,0.50,-0.50,123,2.50,0.75,-0.50,57,2.50,Neutral,-,Large,N,20130417
497,Bifocal,1.75,-0.50,49,1.25,3.00,-0.75,100,1.25,Neutral,-,Small,N,20180420
498,Bifocal,2.00,-0.50,84,2.00,0.25,-1.25,102,2.00,Neutral,-,Large,N,20120618
499,Bifocal,0.00,0.00,0,3.25,0.50,-1.00,48,3.25,Neutral,-,Small,N,20150505
500,Bifocal,2.00,0.00,0,1.75,2.00,-0.50,70,1.75,Neutral,-,Large,N,20120618
501,Single,-0.50,-0.25,54,0.00,-1.75,0.00,0,0.00,Neutral,Metal,Small,N,20190916
502,Single,5.75,-1.00,155,0.00,4.75,0.00,0,0.00,Neutral,-,Small,N,20160401
504,Single,1.50,-1.25,180,0.00,1.00,-1.00,2,0.00,Feminine,Metal,Small,N,20190916
505,Single,-0.50,-0.25,117,0.00,-0.25,-0.50,55,0.00,Neutral,Metal,Medium,N,20190916
506,Single,-0.50,-0.50,149,0.00,-0.50,-0.50,26,0.00,Neutral,Metal,Large,N,20190916
507,Single,-1.00,0.00,0,0.00,-1.00,0.00,0,0.00,Neutral,Metal,Medium,N,20190916
508,Single,-5.00,-0.75,58,0.00,-5.50,-0.50,152,0.00,Neutral,Metal,Medium,N,20091027
509,Single,-0.25,-1.75,95,0.00,-1.75,-2.00,91,0.00,Neutral,Metal,Medium,N,20091027
510,Bifocal,2.00,0.00,0,1.75,2.25,-0.50,79,1.75,Neutral,-,Large,N,20120618
511,Bifocal,1.00,0.00,0,3.00,0.00,-0.75,84,3.00,Neutral,-,Medium,N,20150505
512,Bifocal,2.25,-0.75,97,2.50,2.00,-0.50,82,2.50,Neutral,Plastic,Medium,N,20090617
